alpha_id,expr,sharpe,fitness,turnover,ic_mean
1ObP3eR,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 8)",-0.01,-0.0,0.0221,-3.1e-05
kvr9r1K,"ts_regression (ts_zscore(cap,500), ts_zscore(inventory_turnover,500),500,rettype = 9)",0.2,0.06,0.0263,0.000983
eNwEg8E,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 0)",-0.34,-0.16,0.0723,-0.000791
Zg3NWpn,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 1)",0.08,0.02,0.0164,0.000691
Y8KYQRW,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 2)",-0.11,-0.02,0.0199,-0.000468
AeZE0NQ,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 3)",0.21,0.08,0.028,0.00132
dYVv9KK,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 4)",0.67,0.37,0.0155,0.004877
joROMaW,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 5)",0.52,0.26,0.015,0.004251
KvdZWjz,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 6)",-0.81,-0.36,0.028,-0.001768
dYVPXkX,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 7)",0.55,0.29,0.0164,0.004233
73b2E7Z,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 8)",0.61,0.28,0.0145,0.003727
kvrYer6,"ts_regression (ts_zscore(cap,500), ts_zscore(sales_ps,500),500,rettype = 9)",0.74,0.43,0.0183,0.004691
JoE2bpA,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 0)",-0.55,-0.27,0.0712,-0.000833
LEa2Nxa,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 1)",-0.34,-0.14,0.0199,-0.002081
8V92RQX,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 2)",0.3,0.09,0.0301,0.000734
W3Qx3po,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 3)",-0.34,-0.15,0.0298,-0.001675
w3xvPQd,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 4)",0.53,0.2,0.0142,0.002492
W3QxRek,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 5)",0.46,0.17,0.0133,0.00259
qOrwa7O,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 6)",-0.27,-0.07,0.0295,-0.000555
LEawPq2,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 7)",0.4,0.14,0.0152,0.001904
kvrMrdP,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 8)",0.49,0.17,0.0147,0.001953
VZjLJ6G,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_dividends,500),500,rettype = 9)",0.79,0.79,0.0273,0.009185
QOkAeAQ,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 0)",-0.11,-0.03,0.0762,-0.000254
NLmGqqe,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 1)",-0.15,-0.04,0.0193,-0.000989
xV8ok6W,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 2)",1.03,0.51,0.022,0.002773
w3xAjX2,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 3)",-0.11,-0.03,0.031,-0.00056
Zg39aL8,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 4)",0.09,0.02,0.0163,0.000685
dYV63oj,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 5)",0.26,0.1,0.0155,0.002176
XVQxORb,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 6)",0.34,0.09,0.0286,0.000624
ORPj3Nq,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 7)",-0.34,-0.15,0.0183,-0.002687
qOrJ9xK,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 8)",0.35,0.11,0.0165,0.001448
nmR5onl,"ts_regression (ts_zscore(cap,500), ts_zscore(invested_capital,500),500,rettype = 9)",0.21,0.05,0.0194,0.000767
mdRWZVp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 0)",-0.07,-0.02,0.0713,-0.000163
qOrJ0k1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 1)",-0.09,-0.02,0.0218,-0.000733
vZMXYMQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 2)",0.1,0.03,0.0296,0.000637
QOkpzkW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 3)",-0.16,-0.06,0.0277,-0.001169
6ZVLQXK,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 4)",-0.09,-0.02,0.0155,-0.000893
kvr6wgz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 5)",-0.02,-0.0,0.0148,-0.000179
NLmE1JL,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 6)",0.57,0.27,0.0366,0.001496
GXAjJlo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 7)",-0.08,-0.02,0.0171,-0.000792
nmRGkGz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 8)",0.13,0.03,0.019,0.000786
KvdAwaj,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drlt,500),500,rettype = 9)",-0.19,-0.11,0.0153,-0.0059
LEaopJ6,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 0)",-0.14,-0.04,0.0734,-0.000298
Zg3VEAd,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 1)",-0.2,-0.07,0.0171,-0.001827
zg67dL8,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 2)",-0.23,-0.05,0.021,-0.000594
31rmJaZ,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 3)",-0.14,-0.04,0.0267,-0.00092
6ZV6LgP,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 4)",-0.09,-0.02,0.0159,-0.000688
31rKM6Z,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 5)",0.07,0.01,0.0148,0.000599
Kvdo0Rg,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 6)",0.45,0.14,0.0257,0.00095
Zg38Lg0,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 7)",-0.23,-0.08,0.0169,-0.001846
NLmdqR8,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 8)",0.25,0.07,0.0187,0.001013
bJZmWxm,"ts_regression (ts_zscore(cap,500), ts_zscore(cashflow_invst,500),500,rettype = 9)",0.2,0.06,0.0197,0.001304
oR5bYa5,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 0)",-0.21,-0.07,0.0738,-0.000431
W3QZ77k,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 1)",-0.38,-0.18,0.0197,-0.002753
r9gqRaJ,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 2)",0.06,0.01,0.0263,0.000121
qOraG8V,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 3)",-0.12,-0.03,0.0297,-0.000666
981eOjK,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 4)",0.05,0.01,0.0153,0.000412
zg6Vv08,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 5)",0.14,0.04,0.0146,0.001152
vZMQqlw,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 6)",-0.08,-0.01,0.0289,-0.00017
LEaQJJ6,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 7)",-0.01,-0.0,0.0164,-4.3e-05
LEaQbkM,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 8)",0.43,0.14,0.0169,0.001499
73bpX58,"ts_regression (ts_zscore(cap,500), ts_zscore(employee,500),500,rettype = 9)",-0.49,-0.36,0.0191,-0.006884
Zg3JpRj,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 0)",-0.22,-0.09,0.0766,-0.000518
bJZwQqp,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 1)",0.08,0.02,0.0175,0.000684
8V9wveq,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 2)",0.61,0.24,0.0203,0.001935
Kvd1VMx,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 3)",0.05,0.01,0.0288,0.000314
w3xrA15,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 4)",-0.05,-0.01,0.0168,-0.000448
vZMQQLG,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 5)",0.08,0.02,0.0161,0.000731
QOkwPrW,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 6)",0.27,0.07,0.0286,0.000557
QOkwkvp,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 7)",-0.27,-0.11,0.0186,-0.002336
gXOn7Zv,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 8)",0.22,0.06,0.0177,0.001001
KvdW9xj,"ts_regression (ts_zscore(cap,500), ts_zscore(working_capital,500),500,rettype = 9)",0.47,0.18,0.0202,0.00176
PxakZqx,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 0)",-0.3,-0.13,0.0789,-0.000602
xV8JrNW,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 1)",0.03,0.0,0.0175,0.000221
QOkwz2G,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 2)",0.69,0.28,0.022,0.001812
aeZ5md6,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 3)",0.11,0.03,0.0329,0.000538
vZ3KwVv,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 4)",0.26,0.09,0.016,0.001814
r9v1v09,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 5)",0.5,0.25,0.0153,0.004045
r9v1jx1,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 6)",0.97,0.44,0.0297,0.001759
ENXZ6KG,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 7)",0.18,0.05,0.0171,0.001323
vZ3KZvr,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 8)",0.59,0.26,0.0148,0.003182
oRM1Xe6,"ts_regression (ts_zscore(cap,500), ts_zscore(depre_amort,500),500,rettype = 9)",0.46,0.17,0.0183,0.001808
NLvXY5p,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 0)",-0.24,-0.09,0.0712,-0.000495
vZ3RwOz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 1)",-0.26,-0.11,0.0178,-0.002337
dYA58jj,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 2)",0.36,0.13,0.0303,0.000996
gXEJb3m,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 3)",-0.2,-0.07,0.0265,-0.001258
ZgeYXwQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 4)",-0.33,-0.12,0.0156,-0.002184
31Zq5RQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 5)",-0.16,-0.04,0.0144,-0.001198
qOoMJXP,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 6)",0.52,0.17,0.0315,0.000896
5ro8XRJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 7)",-0.41,-0.18,0.0169,-0.00298
ENXO1VP,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 8)",-0.49,-0.19,0.0192,-0.001872
qOo9Zwv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ivaco,500),500,rettype = 9)",0.65,0.74,0.0212,0.015209
pxAYoxj,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 0)",-0.4,-0.21,0.0753,-0.000934
QOLZ5VG,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 1)",0.08,0.02,0.0237,0.000583
XV5m1N5,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 2)",0.15,0.04,0.0317,0.000538
bJ5Gjk6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 3)",0.1,0.03,0.0305,0.000635
AeMjvlW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 4)",-0.22,-0.08,0.016,-0.001976
zg1Kd5K,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 5)",0.01,0.0,0.0152,7.1e-05
LEAVEw6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 6)",0.77,0.38,0.0376,0.001594
mdMwQd6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 7)",-0.33,-0.15,0.0174,-0.002843
lEbpoYn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 8)",-0.07,-0.01,0.0187,-0.000353
bJ5Xk8p,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_drc,500),500,rettype = 9)",-0.31,-0.3,0.0173,-0.013158
Y8G6dVo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 0)",-0.4,-0.19,0.0805,-0.000692
98LY6Wo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 1)",0.03,0.0,0.0317,0.000168
NLv0n37,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 2)",0.04,0.0,0.0411,8.8e-05
LEAW169,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 3)",-0.02,-0.0,0.0397,-0.000102
0x0qwgk,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 4)",0.0,0.0,0.0149,2e-05
LEAWKOm,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 5)",0.22,0.07,0.014,0.001925
Y8G6z1l,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 6)",0.43,0.14,0.0341,0.000748
lEbdwV2,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 7)",-0.12,-0.03,0.0164,-0.00093
MdoOJJz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 8)",-0.29,-0.08,0.0208,-0.000945
GXpaAnO,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_mrcta,500),500,rettype = 9)",0.08,0.03,0.0231,0.001997
W36qkpx,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 0)",-0.3,-0.14,0.0781,-0.000696
JoZwmR2,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 1)",0.29,0.13,0.0281,0.001845
oRMp3P6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 2)",-0.47,-0.23,0.0375,-0.001622
jobEZoe,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 3)",0.19,0.07,0.034,0.001096
5robQwo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 4)",-0.48,-0.26,0.0165,-0.00449
lEbqav8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 5)",-0.35,-0.16,0.0158,-0.003203
XV5rvJ1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 6)",0.51,0.21,0.0395,0.001057
98Lvk8K,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 7)",-0.55,-0.34,0.0183,-0.005098
QOLJ8ZQ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 8)",0.14,0.04,0.0228,0.000744
Y8GKwZW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_fatl,500),500,rettype = 9)",-0.0,-0.0,0.0245,-2e-05
vZ3MlRb,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 0)",0.05,0.01,0.0781,0.000103
98L1pkr,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 1)",-0.09,-0.02,0.0226,-0.000679
5ro0GYn,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 2)",-0.04,-0.01,0.0397,-0.000145
OREPgPJ,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 3)",-0.11,-0.03,0.0344,-0.000537
PxdammK,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 4)",0.02,0.0,0.0165,0.000166
R9nnJJj,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 5)",0.05,0.01,0.0161,0.000386
oRMMw9b,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 6)",-0.59,-0.26,0.0393,-0.001209
xV00zob,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 7)",-0.1,-0.02,0.018,-0.000759
R9nnNzo,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 8)",-0.68,-0.42,0.0298,-0.003144
VZggpR8,"ts_regression (ts_zscore(cap,500), ts_zscore(rd_expense,500),500,rettype = 9)",-0.52,-0.32,0.0276,-0.003397
5rooz3N,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 0)",-0.48,-0.26,0.082,-0.000903
QOLLNpM,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 1)",0.1,0.02,0.0265,0.000575
xV00oAW,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 2)",0.28,0.1,0.0392,0.000738
Y8GGRlw,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 3)",0.19,0.07,0.0382,0.000832
ENXJO01,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 4)",0.38,0.15,0.0156,0.00259
MdomAMk,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 5)",0.47,0.22,0.0149,0.003669
Y8GqnmJ,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 6)",0.04,0.0,0.031,7.9e-05
MdomKe9,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 7)",0.26,0.09,0.0169,0.001837
AeMKPGR,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 8)",1.11,0.63,0.0257,0.003141
gXEpjkg,"ts_regression (ts_zscore(cap,500), ts_zscore(interest_expense,500),500,rettype = 9)",0.77,0.86,0.0326,0.0095
ENXJV0G,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 0)",0.51,0.26,0.0656,0.000965
5roWKMn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 1)",-0.94,-0.75,0.0183,-0.008721
vZ3VKYa,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 2)",0.26,0.1,0.0275,0.001297
r9vmgn9,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 3)",-0.86,-0.65,0.0251,-0.005744
vZ3Vnjv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 4)",-0.44,-0.19,0.0145,-0.003183
aeq3Ww5,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 5)",-0.41,-0.17,0.0135,-0.003266
aeq3dW5,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 6)",0.55,0.25,0.0371,0.001397
GXpvlmx,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 7)",-0.15,-0.04,0.0161,-0.001033
GXpvmPJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 8)",0.7,0.39,0.0186,0.004242
eNoJvXl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_ciother,500),500,rettype = 9)",-0.34,-0.23,0.0198,-0.005582
qOobMEP,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 0)",0.29,0.16,0.0591,0.001294
ENX3X5m,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 1)",-0.25,-0.13,0.0217,-0.003185
W36kknd,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 2)",-0.83,-0.83,0.0363,-0.006865
NLvM6Mo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 3)",-0.21,-0.1,0.0226,-0.002629
bJ5pNdl,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 4)",-0.03,-0.0,0.0186,-0.00037
98Lor91,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 5)",0.12,0.04,0.0185,0.001593
Y8GZ506,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 6)",-0.12,-0.04,0.0514,-0.000567
R9nX5Xo,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 7)",0.01,0.0,0.021,0.000113
aeqJwPv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 8)",-0.51,-0.38,0.0233,-0.00586
1OQv35Q,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acdo,500),500,rettype = 9)",-0.84,-1.29,0.0317,-0.018729
0x0n3mK,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 0)",-0.09,-0.02,0.0718,-0.000215
1OQ65lW,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 1)",-0.15,-0.05,0.016,-0.001638
dYAemQX,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 2)",0.51,0.2,0.0211,0.001848
ENXokj0,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 3)",-0.02,-0.0,0.0258,-0.000135
xV0XYZn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 4)",-0.06,-0.01,0.016,-0.000481
W36Kl2Z,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 5)",0.02,0.0,0.0151,0.000201
1OQ6K7z,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 6)",-0.05,-0.01,0.0289,-0.000102
Mdo9nVz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 7)",-0.22,-0.08,0.017,-0.001906
aeqX5e5,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_acodo,500),500,rettype = 8)",0.64,0.28,0.0172,0.002872
pxAJgnv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 1)",-0.36,-0.41,0.014,-0.022784
oRMwwRn,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 2)",-0.27,-0.26,0.0096,-0.024622
dYA80vJ,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 3)",-0.34,-0.37,0.0084,-0.036071
nmMk7ml,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 4)",0.24,0.22,0.011,0.019182
31ZYVlz,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 5)",0.33,0.36,0.0109,0.026921
zg1wAM8,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 6)",0.48,0.62,0.0247,0.017073
r9v6V2J,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 7)",0.26,0.25,0.0156,0.015119
w3MOmA6,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 8)",0.33,0.36,0.0158,0.018791
LEAqxL1,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_adesinda_curcd,500),500,rettype = 9)",0.48,0.63,0.0084,0.050653
Kvjqqml,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 0)",-0.08,-0.03,0.0672,-0.0004
vZ3xLWb,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 1)",-0.22,-0.12,0.0196,-0.003955
gXEwjp0,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 2)",0.31,0.21,0.028,0.004062
OREq8Yv,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 3)",-0.21,-0.12,0.0218,-0.003455
JoZYWrj,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 4)",0.49,0.42,0.0164,0.011218
0x092Xp,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 5)",0.45,0.37,0.0157,0.01098
oRMAxr5,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 6)",0.2,0.1,0.0367,0.001697
gXEKAEm,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 7)",0.2,0.11,0.0191,0.003975
nmMo008,"ts_regression (ts_zscore(cap,500), ts_zscore(fnd6_newa2v1300_rdipeps,500),500,rettype = 8)",-0.62,-0.56,0.0208,-0.009814
