alpha_id,expr,sharpe,fitness,turnover,ic_mean
gXJEE2e,fnd6_acqgdwl/cap,-0.95,-0.89,0.0501,-0.004396
eN7ogjO,rank(fnd6_acqgdwl/cap),-0.37,-0.17,0.044,-0.001132
ZgYqzzn,"alpha1=group_rank(assets/assets,subindustry);alpha1-last_diff_value(alpha1,66)",1.26,1.45,0.1788,0.002648
qOMd8rK,"alpha1=group_rank(assets/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.68,0.48,0.1283,0.000981
Y8PmKYq,assets/liabilities,-0.63,-0.62,0.0309,-0.007877
kvqX5V8,rank(assets/liabilities),-0.99,-0.7,0.0223,-0.005649
6ZX13op,"alpha1=group_rank(assets/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.67,-0.36,0.0562,-0.001307
KvP6XP1,"alpha1=group_rank(assets/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.07,-0.01,0.1208,-3.7e-05
r9KLW5J,liabilities/assets,0.92,0.66,0.0227,0.005611
OR0kG1q,rank(liabilities/assets),0.99,0.7,0.0223,0.005649
738QLPZ,"alpha1=group_rank(liabilities/assets,subindustry);alpha1-last_diff_value(alpha1,66)",1.16,0.74,0.0564,0.001808
ZgYxdrn,"alpha1=group_rank(liabilities/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.44,0.15,0.1212,0.000231
0xmQbX2,"alpha1=group_rank(liabilities/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.97,0.93,0.176,0.001821
KvP80RN,"alpha1=group_rank(liabilities/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.74,0.52,0.1294,0.000975
Px0l9n7,sales/assets,0.5,0.28,0.027,0.002813
VZklqaA,rank(sales/assets),0.63,0.4,0.0265,0.003824
oRmzG16,"alpha1=group_rank(sales/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.51,0.21,0.06,0.000697
Ae1a82Q,"alpha1=group_rank(sales/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.71,0.3,0.1204,0.000373
Px0lkLw,sales/liabilities,0.17,0.06,0.0279,0.001154
lEeRpP7,rank(sales/liabilities),0.25,0.09,0.0263,0.001261
eN7qRpd,"alpha1=group_rank(sales/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.04,0.0,0.0585,5.4e-05
R9Rk0Zo,"alpha1=group_rank(sales/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.68,0.28,0.1193,0.000366
MdP5XR8,operating_income/assets,0.35,0.23,0.0369,0.003004
98qA9dr,rank(operating_income/assets),0.33,0.19,0.0315,0.002595
xVAmkQJ,"alpha1=group_rank(operating_income/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.48,0.19,0.067,0.00059
gXJojoK,"alpha1=group_rank(operating_income/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.57,0.21,0.1224,0.00028
dY5lbJK,operating_income/liabilities,0.53,0.46,0.0387,0.004931
nmpO6R3,rank(operating_income/liabilities),0.26,0.13,0.0314,0.002066
EN5rLOK,"alpha1=group_rank(operating_income/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.43,0.16,0.0655,0.00056
OR052Wp,"alpha1=group_rank(operating_income/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.13,0.02,0.1229,6.2e-05
R9Rkxzz,capex/assets,0.27,0.11,0.0264,0.001608
8V8KMzq,rank(capex/assets),0.99,0.61,0.0244,0.00382
r9KJpZa,"alpha1=group_rank(capex/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.77,0.37,0.0537,0.001092
xVAP0Nm,"alpha1=group_rank(capex/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.17,0.04,0.1215,8.8e-05
dY5ElGw,capex/liabilities,0.39,0.26,0.028,0.003868
eN7dL6E,rank(capex/liabilities),0.36,0.13,0.0249,0.001309
Y8P255A,"alpha1=group_rank(capex/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.22,-0.06,0.0556,-0.000284
Px0wMPL,"alpha1=group_rank(capex/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.4,-0.13,0.1223,-0.000208
XVg2e1l,debt/assets,0.83,0.53,0.0355,0.0029
29raVeb,rank(debt/assets),0.73,0.45,0.0351,0.0027
r9Kb1E8,"alpha1=group_rank(debt/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.1,0.02,0.068,0.000109
Ae1YGXX,"alpha1=group_rank(debt/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.01,-0.0,0.1378,-3e-06
Ae1nJ1Y,debt/liabilities,0.36,0.15,0.0364,0.001166
EN5qad1,rank(debt/liabilities),0.32,0.12,0.0358,0.000965
Y8PNQZJ,"alpha1=group_rank(debt/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.4,0.14,0.0706,0.000423
gXJm8GJ,"alpha1=group_rank(debt/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.72,0.3,0.1379,0.000337
NL1nPw7,ebit/assets,0.12,0.05,0.0267,0.001541
gXJmGOQ,rank(ebit/assets),0.15,0.06,0.0222,0.001749
VZkXrj0,"alpha1=group_rank(ebit/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.24,0.07,0.0546,0.000382
MdPkj99,"alpha1=group_rank(ebit/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.31,-0.09,0.1172,-0.000171
Ae1k97E,ebit/liabilities,0.33,0.23,0.0308,0.003944
w3pLVKY,rank(ebit/liabilities),0.12,0.04,0.023,0.001365
bJlv7vp,"alpha1=group_rank(ebit/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.19,0.05,0.0549,0.000285
31qzRlX,"alpha1=group_rank(ebit/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.31,-0.09,0.118,-0.000161
31qz9NP,ebitda/assets,0.13,0.06,0.0286,0.001583
jo21e6k,rank(ebitda/assets),0.17,0.07,0.0242,0.001894
xVARVdw,"alpha1=group_rank(ebitda/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.23,0.06,0.0541,0.000343
VZkO5lJ,"alpha1=group_rank(ebitda/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.05,-0.01,0.1213,-2.6e-05
31qAqWg,ebitda/liabilities,0.3,0.19,0.0321,0.003292
aekOZW9,rank(ebitda/liabilities),0.12,0.04,0.0249,0.001269
LELRx2n,"alpha1=group_rank(ebitda/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.21,-0.05,0.0549,-0.000311
qOMXdZ1,"alpha1=group_rank(ebitda/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.41,-0.14,0.1214,-0.000224
vZRmLnb,equity/assets,-0.99,-0.73,0.0249,-0.005454
Jojd7Vj,rank(equity/assets),-1.03,-0.73,0.0234,-0.005409
LELRNva,"alpha1=group_rank(equity/assets,subindustry);alpha1-last_diff_value(alpha1,66)",-0.84,-0.5,0.0583,-0.00151
ZgYoQgY,"alpha1=group_rank(equity/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.02,-0.0,0.1232,-9e-06
EN5K8or,equity/liabilities,-0.62,-0.6,0.0318,-0.007424
EN5Kxnm,rank(equity/liabilities),-1.04,-0.75,0.0236,-0.005498
LELRoOe,"alpha1=group_rank(equity/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.85,-0.51,0.0588,-0.001556
dY5x2PY,"alpha1=group_rank(equity/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.23,-0.06,0.1236,-0.000119
738wOV1,enterprise_value/assets,-0.23,-0.14,0.0511,-0.001695
JojpXne,rank(enterprise_value/assets),-0.23,-0.11,0.0425,-0.001262
29r77R8,"alpha1=group_rank(enterprise_value/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.08,0.01,0.0919,8.9e-05
pxw6jAX,"alpha1=group_rank(enterprise_value/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-1.13,-0.54,0.2041,-0.000455
pxw653x,enterprise_value/liabilities,-0.63,-0.72,0.054,-0.006073
w3pRNM6,rank(enterprise_value/liabilities),-0.51,-0.35,0.0424,-0.002851
oRmKX1J,"alpha1=group_rank(enterprise_value/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.09,-0.02,0.0901,-0.000103
oRmlp52,"alpha1=group_rank(enterprise_value/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.71,-0.27,0.1968,-0.000284
mdLb9Gp,eps/assets,0.4,0.31,0.0435,0.003408
VZkPEWY,rank(eps/assets),0.1,0.03,0.0319,0.00059
Y8P0N0q,"alpha1=group_rank(eps/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.31,0.1,0.0589,0.00043
98qrr2e,"alpha1=group_rank(eps/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.3,0.08,0.1153,0.000153
bJlqRbp,eps/liabilities,0.5,0.45,0.0447,0.004436
QOPVYzG,rank(eps/liabilities),0.09,0.02,0.0318,0.000539
oRmljk5,"alpha1=group_rank(eps/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.27,-0.07,0.116,-0.000135
738nknb,debt_lt/assets,0.85,0.53,0.026,0.003703
pxwKmng,rank(debt_lt/assets),0.76,0.47,0.0262,0.003583
gXJ9z8O,"alpha1=group_rank(debt_lt/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.5,0.21,0.0618,0.000695
vZRvnO3,"alpha1=group_rank(debt_lt/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.47,0.16,0.1261,0.000231
KvPE8vp,debt_lt/liabilities,0.4,0.17,0.0284,0.001584
0xmMA2r,rank(debt_lt/liabilities),0.36,0.14,0.0284,0.001345
dY5R05v,"alpha1=group_rank(debt_lt/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.36,0.13,0.0625,0.000483
XVg8We8,"alpha1=group_rank(debt_lt/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.44,0.14,0.1262,0.000211
W3jVOLo,assets_curr/assets,0.16,0.06,0.0247,0.001471
XVg8VGz,rank(assets_curr/assets),0.17,0.06,0.0248,0.001352
Y8PgzlM,"alpha1=group_rank(assets_curr/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.25,0.09,0.0618,0.000486
r9KPMJ8,"alpha1=group_rank(assets_curr/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.05,-0.01,0.1298,-2.7e-05
Px0ORmw,assets_curr/liabilities,-0.12,-0.06,0.0354,-0.001593
lEeWdL8,rank(assets_curr/liabilities),-0.16,-0.06,0.0256,-0.001226
JojGE3e,"alpha1=group_rank(assets_curr/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.43,-0.19,0.0615,-0.000833
EN5G3L9,"alpha1=group_rank(assets_curr/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.07,-0.01,0.1303,-3.9e-05
jo26XVQ,goodwill/assets,-0.2,-0.08,0.029,-0.001288
jo26nqO,rank(goodwill/assets),-0.02,-0.0,0.0313,-0.000156
29rpLZZ,"alpha1=group_rank(goodwill/assets,subindustry);alpha1-last_diff_value(alpha1,66)",-0.47,-0.18,0.067,-0.000558
Y8Pv7Wq,"alpha1=group_rank(goodwill/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.58,0.21,0.1359,0.000272
EN5GQdG,goodwill/liabilities,-1.22,-1.0,0.0303,-0.005553
w3paP75,rank(goodwill/liabilities),-0.14,-0.05,0.0313,-0.000855
KvPGMmg,"alpha1=group_rank(goodwill/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.98,-0.52,0.0685,-0.001034
98qXZYK,"alpha1=group_rank(goodwill/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.67,0.27,0.1375,0.000316
aek7302,cash/assets,-0.08,-0.02,0.0316,-0.000729
OR07kkR,rank(cash/assets),-0.04,-0.01,0.0324,-0.000245
Joj7gjx,"alpha1=group_rank(cash/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.07,0.01,0.065,0.0001
gXJjjbe,"alpha1=group_rank(cash/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.14,0.03,0.133,7.3e-05
5r8lEPo,cash/liabilities,-0.21,-0.13,0.0406,-0.002272
vZRjPQv,rank(cash/liabilities),-0.22,-0.09,0.0327,-0.001303
kvqjAdl,"alpha1=group_rank(cash/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.21,-0.06,0.0648,-0.000326
6ZXrVxp,"alpha1=group_rank(cash/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.6,-0.24,0.1341,-0.00031
XVgWqXm,income/assets,-0.0,-0.0,0.0424,-2.2e-05
gXJQKwJ,rank(income/assets),0.09,0.03,0.0339,0.000631
NL1QO6o,"alpha1=group_rank(income/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.05,0.01,0.062,7e-05
1OYxpl6,"alpha1=group_rank(income/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.1,0.01,0.1156,4.8e-05
kvqVv5l,income/liabilities,0.17,0.09,0.0427,0.001591
nmpKrvE,rank(income/liabilities),0.07,0.02,0.0336,0.000455
1OYxMYK,"alpha1=group_rank(income/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.03,-0.0,0.0619,-3.6e-05
Ae1N91R,"alpha1=group_rank(income/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.07,-0.01,0.1161,-3.5e-05
aekbqbR,revenue/assets,0.51,0.28,0.027,0.002855
738NOvx,rank(revenue/assets),0.63,0.4,0.0264,0.003824
OR0Nkvd,"alpha1=group_rank(revenue/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.66,0.32,0.0605,0.000944
LELNgOM,"alpha1=group_rank(revenue/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.81,0.37,0.122,0.000434
dY5bQ5K,revenue/liabilities,0.17,0.06,0.0279,0.001172
lEev3b8,rank(revenue/liabilities),0.25,0.09,0.0263,0.001254
6ZXjNJJ,"alpha1=group_rank(revenue/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.18,0.05,0.059,0.000273
xVA3Ldq,"alpha1=group_rank(revenue/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.71,0.31,0.1206,0.000393
W3jeE5Z,cogs/assets,0.37,0.16,0.0282,0.001699
NL1V51q,rank(cogs/assets),0.61,0.31,0.0281,0.002327
lEeKrR5,"alpha1=group_rank(cogs/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.63,0.3,0.0632,0.000885
Ae1v70w,"alpha1=group_rank(cogs/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.56,0.21,0.1261,0.000269
XVgJJE1,cogs/liabilities,-0.16,-0.05,0.0312,-0.000906
Y8PMlGW,rank(cogs/liabilities),0.11,0.02,0.0285,0.000391
98qWm3d,"alpha1=group_rank(cogs/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.3,0.09,0.063,0.000366
OR08dPb,"alpha1=group_rank(cogs/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.79,0.34,0.125,0.000367
R9RAjje,cashflow_op/assets,0.08,0.02,0.0298,0.000806
LEL5AO1,rank(cashflow_op/assets),0.27,0.13,0.0244,0.002446
6ZXAPrO,"alpha1=group_rank(cashflow_op/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.31,0.1,0.052,0.000465
ZgYmrg8,"alpha1=group_rank(cashflow_op/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.04,0.0,0.1191,1.9e-05
pxwvK3b,cashflow_op/liabilities,0.18,0.09,0.0324,0.001798
w3p99WY,rank(cashflow_op/liabilities),0.25,0.12,0.0251,0.002193
zgqreAX,"alpha1=group_rank(cashflow_op/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.12,-0.02,0.0547,-0.000161
8V8R5Gl,"alpha1=group_rank(cashflow_op/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.11,0.02,0.1191,5.4e-05
lEeAOme,bookvalue_ps/assets,-1.2,-1.37,0.0412,-0.007963
KvPJRWp,rank(bookvalue_ps/assets),-0.9,-0.56,0.0317,-0.003014
zgq3QEE,"alpha1=group_rank(bookvalue_ps/assets,subindustry);alpha1-last_diff_value(alpha1,66)",-0.5,-0.19,0.058,-0.000617
NL1NAnL,"alpha1=group_rank(bookvalue_ps/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.25,-0.06,0.1304,-0.000118
98qxEWq,rank(bookvalue_ps/liabilities),-0.95,-0.62,0.0319,-0.00339
NL1NLdg,"alpha1=group_rank(bookvalue_ps/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.59,-0.25,0.059,-0.000782
nmpvXvd,"alpha1=group_rank(bookvalue_ps/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.27,-0.07,0.1316,-0.000128
Ae1VXxX,ppent/assets,1.07,0.67,0.0268,0.00366
w3pQ0pd,rank(ppent/assets),1.15,0.82,0.0287,0.004434
ZgYaPPx,"alpha1=group_rank(ppent/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.94,0.51,0.0683,0.001096
Joj8Z3E,"alpha1=group_rank(ppent/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.66,-0.26,0.1357,-0.000315
EN5Q0Nr,ppent/liabilities,0.41,0.24,0.0284,0.003033
R9ReN8e,rank(ppent/liabilities),0.47,0.2,0.0293,0.00148
qOM76l2,"alpha1=group_rank(ppent/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.36,0.12,0.0674,0.000392
LELKNOm,"alpha1=group_rank(ppent/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.45,-0.15,0.1334,-0.000212
bJla806,operating_expense/assets,0.25,0.09,0.0291,0.001177
bJlarOq,"alpha1=group_rank(operating_expense/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.53,0.18,0.1269,0.000243
vZRAP0z,operating_expense/liabilities,-0.24,-0.12,0.0312,-0.001895
GXrm5v5,rank(operating_expense/liabilities),-0.28,-0.11,0.0283,-0.001395
EN5mZxP,"alpha1=group_rank(operating_expense/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.01,0.0,0.0637,6e-06
nmp6J18,"alpha1=group_rank(operating_expense/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.51,0.17,0.1261,0.000228
jo2VLKe,inventory/assets,0.64,0.35,0.0304,0.00252
OR0655J,rank(inventory/assets),0.54,0.28,0.0304,0.002213
0xmGzgk,"alpha1=group_rank(inventory/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.45,0.17,0.0625,0.000557
8V8GQJW,"alpha1=group_rank(inventory/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.16,-0.03,0.1306,-7.9e-05
6ZXGj3G,inventory/liabilities,0.19,0.06,0.0313,0.000799
Joj3P9j,rank(inventory/liabilities),0.25,0.08,0.0307,0.000907
NL1KLre,"alpha1=group_rank(inventory/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.0,-0.0,0.0618,-5e-06
zgqAL91,"alpha1=group_rank(inventory/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.35,-0.11,0.1301,-0.000187
NL1KdPo,cashflow/assets,-0.63,-0.48,0.0342,-0.004201
ZgYgYJn,rank(cashflow/assets),-0.26,-0.09,0.0281,-0.00101
EN5NXNr,"alpha1=group_rank(cashflow/assets,subindustry);alpha1-last_diff_value(alpha1,66)",-0.53,-0.22,0.0452,-0.000913
1OYO6wW,"alpha1=group_rank(cashflow/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.56,0.2,0.1158,0.000286
OR0RqJg,cashflow/liabilities,-0.22,-0.13,0.04,-0.002111
vZRZ513,rank(cashflow/liabilities),-0.35,-0.14,0.0283,-0.001405
Ae1e7Eg,"alpha1=group_rank(cashflow/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.66,-0.3,0.0458,-0.001117
zgqg8l1,"alpha1=group_rank(cashflow/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",-0.1,-0.02,0.1158,-5e-05
zgqgdnE,sga_expense/assets,-0.18,-0.08,0.0296,-0.001484
lEeEPMn,rank(sga_expense/assets),0.31,0.14,0.0254,0.00199
gXJX2mO,"alpha1=group_rank(sga_expense/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.23,0.06,0.058,0.000338
8V8E8Pm,"alpha1=group_rank(sga_expense/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.73,0.32,0.1165,0.000425
dY537og,"alpha1=group_rank(sga_expense/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.06,-0.01,0.0556,-0.000109
lEe57m5,"alpha1=group_rank(sga_expense/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.69,0.31,0.1152,0.000427
pxwMN2g,debt_st/assets,0.19,0.07,0.0413,0.000712
0xmNrd1,rank(debt_st/assets),0.43,0.19,0.0382,0.001232
nmperMl,"alpha1=group_rank(debt_st/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.63,0.27,0.067,0.00067
xVA2JMb,"alpha1=group_rank(debt_st/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.25,0.06,0.13,0.000116
aekzj6W,debt_st/liabilities,-0.16,-0.05,0.0408,-0.000498
Y8PzqwW,rank(debt_st/liabilities),-0.04,-0.0,0.0386,-9.2e-05
OR0zm37,"alpha1=group_rank(debt_st/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.23,0.05,0.0668,0.000214
pxwG6vX,"alpha1=group_rank(debt_st/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.63,0.24,0.1299,0.000291
6ZX0MwL,cash_st/assets,-0.13,-0.05,0.0284,-0.001221
0xmgLQ8,rank(cash_st/assets),-0.15,-0.05,0.0286,-0.000922
W3j0E9P,"alpha1=group_rank(cash_st/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.01,0.0,0.0628,1.5e-05
dY5oXMJ,"alpha1=group_rank(cash_st/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.49,0.17,0.1244,0.000228
VZk5Je8,cash_st/liabilities,-0.37,-0.29,0.0362,-0.004182
1OYP6rM,rank(cash_st/liabilities),-0.34,-0.17,0.0286,-0.002074
Px08lAM,"alpha1=group_rank(cash_st/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",-0.26,-0.08,0.062,-0.00039
31q5EvX,"alpha1=group_rank(cash_st/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.12,0.02,0.1244,5.5e-05
W3j0APo,receivable/assets,0.86,0.66,0.0328,0.004505
mdL1mWK,rank(receivable/assets),0.82,0.6,0.0324,0.004111
Ae1mAAE,"alpha1=group_rank(receivable/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.81,0.42,0.0726,0.000906
LEL3evm,"alpha1=group_rank(receivable/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.74,0.3,0.1366,0.000336
KvPZ8Qg,receivable/liabilities,0.2,0.11,0.0334,0.00231
zgqe9do,rank(receivable/liabilities),0.54,0.29,0.0327,0.002198
qOMVWmV,"alpha1=group_rank(receivable/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.19,0.05,0.0723,0.000199
jo2OxWE,"alpha1=group_rank(receivable/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.27,0.07,0.1364,0.00013
QOP6R2G,return_equity/assets,0.06,0.02,0.0743,0.000562
OR02QVq,rank(return_equity/assets),0.36,0.17,0.0334,0.001616
Joj2ErW,"alpha1=group_rank(return_equity/assets,subindustry);alpha1-last_diff_value(alpha1,66)",0.67,0.3,0.0595,0.000827
gXJ0voO,"alpha1=group_rank(return_equity/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.48,0.16,0.1176,0.000239
w3pvLl2,return_equity/liabilities,-0.12,-0.07,0.071,-0.001288
R9RvElb,rank(return_equity/liabilities),0.34,0.16,0.0333,0.00159
EN52zN9,"alpha1=group_rank(return_equity/liabilities,subindustry);alpha1-last_diff_value(alpha1,66)",0.28,0.08,0.06,0.000352
Px0AAMM,"alpha1=group_rank(return_equity/liabilities,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.03,0.0,0.1181,1.6e-05
vZRoQ7w,retained_earnings/assets,0.08,0.03,0.0446,0.00071
dY56Xzw,rank(retained_earnings/assets),0.16,0.06,0.0415,0.000936
29rxRvP,"alpha1=group_rank(retained_earnings/assets,subindustry);alpha1-last_diff_value(alpha1,66)",-0.4,-0.15,0.0853,-0.000439
dY56EPY,"alpha1=group_rank(retained_earnings/assets,subindustry);ts_rank(alpha1-last_diff_value(alpha1,66),120)",0.1,0.01,0.1594,4.1e-05
0xmL8wr,retained_earnings/liabilities,0.09,0.04,0.0482,0.000834
qO8qqAZ,"group_rank(assets,subindustry)",0.41,0.22,0.0215,0.003418
r9YXL98,"alpha1=ts_delta(group_rank(assets,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.63,0.21,0.5627,0.000221
98Y0JeK,"alpha1=ts_delta(group_rank(assets,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.35,0.12,0.2151,0.00025
R9MWmea,"group_rank(liabilities,subindustry)",0.56,0.35,0.0219,0.004445
QOMXbGQ,"alpha1=ts_delta(group_rank(liabilities,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.68,0.25,0.5639,0.000274
1OeEj1J,"alpha1=ts_delta(group_rank(liabilities,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.67,0.32,0.2173,0.00047
W3M8YEQ,"group_rank(sales,subindustry)",0.33,0.16,0.0187,0.003296
NL09zVg,"alpha1=ts_delta(group_rank(sales,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",-0.02,-0.0,0.5441,-1e-05
bJXEmpq,"alpha1=ts_delta(group_rank(sales,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",-0.12,-0.03,0.1976,-0.000104
Y86qR3A,"group_rank(operating_income,subindustry)",0.18,0.07,0.0261,0.001277
vZ8VVRA,"alpha1=ts_delta(group_rank(operating_income,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.08,0.01,0.5536,5.5e-05
PxNEqeE,"alpha1=ts_delta(group_rank(operating_income,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),20)",0.35,0.14,0.2161,0.000328
JoqLXZe,"group_rank(capex,subindustry)",0.41,0.21,0.018,0.003735
dYpwnnE,"alpha1=ts_delta(group_rank(capex,subindustry),1);ts_backfill(if_else(alpha1==0,nan,alpha1),5)",0.41,0.12,0.5404,0.000165
